time,field_x,field_y,field_z
256111000000,-11.5,-11.5,0.0
256111000000,-11.5,-11.5,0.0
256142000000,-13.0,-11.0,0.0
256193000000,-14.0,-10.5,0.0
256240000000,-15.0,-10.5,0.0
256245000000,-16.0,-10.5,0.0
256254000000,-16.0,-10.5,0.0
256294000000,-16.5,-10.5,0.0
256340000000,-17.5,-10.5,0.0
256383000000,-17.5,-10.5,0.0
256425000000,-17.0,-10.5,0.0
256433000000,-17.0,-10.5,0.0
256441000000,-17.0,-10.5,0.0
256473000000,-16.5,-10.5,0.0
256526000000,-15.0,-10.5,0.0
256579000000,-14.0,-10.0,0.0
256622000000,-12.0,-9.5,0.0
256627000000,-12.0,-9.5,0.0
256632000000,-12.0,-9.5,0.0
256673000000,-11.0,-9.5,0.0
256716000000,-9.0,-7.5,0.0
256766000000,-8.0,-6.5,0.0
256806000000,-6.5,-5.5,0.0
256813000000,-5.5,-4.5,0.0
256820000000,-5.5,-4.5,0.0
256864000000,-3.5,-4.5,0.0
256903000000,-2.5,-3.5,0.0
256946000000,0.0,-3.5,0.0
256991000000,0.5,-3.5,0.0
257042000000,1.5,-3.5,0.0
257085000000,1.0,-4.5,0.0
257093000000,1.0,-4.5,0.0
257101000000,1.0,-4.5,0.0
257142000000,0.5,-5.5,0.0
257185000000,-0.5,-6.5,0.0
257238000000,-1.5,-7.5,0.0
257288000000,-3.5,-8.5,0.0
257328000000,-4.5,-9.5,0.0
257383000000,-6.5,-10.5,0.0
257433000000,-7.5,-11.0,0.0
257476000000,-8.5,-11.5,0.0
257481000000,-9.5,-12.5,0.0
257492000000,-9.5,-12.5,0.0
257526000000,-10.0,-13.5,0.0
257568000000,-10.5,-14.5,0.0
257613000000,-11.5,-16.0,0.0
257659000000,-12.5,-16.5,0.0
257697000000,-13.0,-16.5,0.0
257704000000,-13.0,-16.5,0.0
257713000000,-13.0,-16.5,0.0
257750000000,-14.5,-16.0,0.0
257804000000,-15.0,-15.5,0.0
257826000000,-15.5,-15.0,0.0
257834000000,-15.5,-15.0,0.0
257839000000,-15.5,-15.0,0.0
257879000000,-15.5,-13.5,0.0
257918000000,-15.0,-12.5,0.0
257967000000,-14.5,-11.5,0.0
257971000000,-14.5,-11.5,0.0
257981000000,-13.5,-10.5,0.0
258016000000,-13.0,-9.5,0.0
258049000000,-12.0,-8.5,0.0
258092000000,-11.0,-7.5,0.0
258134000000,-10.5,-6.5,0.0
258169000000,-9.5,-4.5,0.0
258211000000,-7.5,-2.0,0.0
258253000000,-6.0,-1.0,0.0
258293000000,-4.5,-0.5,0.0
258335000000,-3.0,0.5,0.0
258340000000,-3.0,0.5,0.0
258351000000,-1.5,0.5,0.0
258389000000,-0.5,0.5,0.0
258424000000,0.5,0.5,0.0
258465000000,1.5,0.0,0.0
258508000000,1.5,-0.5,0.0
258550000000,1.5,-2.5,0.0
258588000000,1.5,-3.5,0.0
