time,field_data
1220317000000,0.715106725692749
1220457000000,0.715106725692749
1220600000000,0.715106725692749
1220748000000,0.715106725692749
1220880000000,0.715106725692749
1221024000000,0.715106725692749
1221163000000,0.715106725692749
1221294000000,0.715106725692749
1221433000000,0.715106725692749
1221577000000,0.715106725692749
1221718000000,0.715106725692749
1221853000000,0.715106725692749
1221992000000,0.715106725692749
1222127000000,0.715106725692749
1222263000000,0.715106725692749
1222403000000,0.715106725692749
1222536000000,0.715106725692749
1222681000000,0.715106725692749
1222808000000,0.715106725692749
1222947000000,0.715106725692749
1223078000000,0.715106725692749
1223210000000,0.715106725692749
1223351000000,0.715106725692749
1223485000000,0.715106725692749
1223620000000,0.715106725692749
1223763000000,0.715106725692749
1223905000000,0.715106725692749
1224048000000,0.715106725692749
1224186000000,0.715106725692749
1224328000000,0.715106725692749
1224480000000,0.715106725692749
1224615000000,0.715106725692749
1224750000000,0.715106725692749
1224891000000,0.715106725692749
1225034000000,0.715106725692749
1225184000000,0.715106725692749
1225314000000,0.715106725692749
1225452000000,0.715106725692749
1225592000000,0.715106725692749
1225725000000,0.715106725692749
1225862000000,0.715106725692749
1226003000000,0.715106725692749
1226140000000,0.715106725692749
1226286000000,0.715106725692749
1226414000000,0.715106725692749
1226549000000,0.715106725692749
1226687000000,0.715106725692749
1226828000000,0.715106725692749
1226963000000,0.715106725692749
1227104000000,0.715106725692749
1227247000000,0.715106725692749
1227383000000,0.715106725692749
1227507000000,0.715106725692749
1227655000000,0.715106725692749
1227788000000,0.715106725692749
1227929000000,0.715106725692749
1228068000000,0.715106725692749
1228218000000,0.715106725692749
1228352000000,0.715106725692749
1228489000000,0.715106725692749
1228620000000,0.715106725692749
1228760000000,0.715106725692749
1228903000000,0.715106725692749
1229046000000,0.715106725692749
1229189000000,0.715106725692749
1229338000000,0.715106725692749
1229479000000,0.715106725692749
1229616000000,0.715106725692749
1229759000000,0.715106725692749
1229903000000,0.715106725692749
1230040000000,0.715106725692749
1230178000000,0.715106725692749
1230323000000,0.715106725692749
1230463000000,0.715106725692749
1230604000000,0.715106725692749
1230743000000,0.715106725692749
1230885000000,0.715106725692749
1231016000000,0.715106725692749
1231149000000,0.715106725692749
1231289000000,0.715106725692749
1231428000000,0.715106725692749
1231560000000,0.715106725692749
1231702000000,0.715106725692749
1231839000000,0.715106725692749
1231980000000,0.715106725692749
1232114000000,0.715106725692749
1232262000000,0.715106725692749
1232399000000,0.715106725692749
1232537000000,0.715106725692749
1232680000000,0.715106725692749
1232823000000,0.715106725692749
1232970000000,0.715106725692749
1233102000000,0.715106725692749
1233244000000,0.715106725692749
1233397000000,0.715106725692749
1233517000000,0.715106725692749
1233658000000,0.715106725692749
1233795000000,0.715106725692749
1233928000000,0.715106725692749
1234067000000,0.715106725692749
1234206000000,0.715106725692749
1234347000000,0.715106725692749
1234487000000,0.715106725692749
1234623000000,0.715106725692749
1234759000000,0.715106725692749
1234902000000,0.715106725692749
1235054000000,0.715106725692749
1235197000000,0.715106725692749
1235334000000,0.715106725692749
1235476000000,0.715106725692749
1235614000000,0.715106725692749
1235756000000,0.715106725692749
1235905000000,0.715106725692749
1236032000000,0.715106725692749
