%time,field.header.seq,field.header.stamp,field.header.frame_id,field.radiation_type,field.field_of_view,field.min_range,field.max_range,field_range
724397000000,7242,724400000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.3571183681488037
724500000000,7243,724500000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.3627101182937622
724601000000,7244,724600000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.348961591720581
724700000000,7245,724700000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.3216698169708252
724800000000,7246,724800000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.2922296524047852
724900000000,7247,724900000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.2711286544799805
725000000000,7248,725000000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.2091604471206665
725100000000,7249,725100000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.170174241065979
725200000000,7250,725200000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.1088263988494873
725301000000,7251,725300000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0690436363220215
725400000000,7252,725400000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0499904155731201
725500000000,7253,725500000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.035061001777649
725600000000,7254,725600000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0362918376922607
725700000000,7255,725700000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.039970874786377
725800000000,7256,725800000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0515704154968262
725900000000,7257,725900000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.046158790588379
726000000000,7258,726000000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0422381162643433
726100000000,7259,726100000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0689187049865723
726198000000,7260,726200000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0793715715408325
726300000000,7261,726300000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0953199863433838
726401000000,7262,726400000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0945899486541748
726500000000,7263,726500000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0765743255615234
726600000000,7264,726600000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0759084224700928
726700000000,7265,726700000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0599792003631592
726801000000,7266,726800000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0547994375228882
726900000000,7267,726900000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0434447526931763
726999000000,7268,727000000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0328539609909058
727093000000,7269,727100000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0176889896392822
727200000000,7270,727200000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0002716779708862
727301000000,7271,727300000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0056188106536865
727400000000,7272,727400000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0091814994812012
727500000000,7273,727500000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0014879703521729
727600000000,7274,727600000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,0.9980778098106384
727700000000,7275,727700000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0095516443252563
727800000000,7276,727800000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0002621412277222
727900000000,7277,727900000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0016005039215088
727996000000,7278,728000000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0028475522994995
728100000000,7279,728100000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,0.9999237060546875
728200000000,7280,728200000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0047426223754883
728300000000,7281,728300000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,0.9965546727180481
728400000000,7282,728400000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0031712055206299
728500000000,7283,728500000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0077745914459229
728600000000,7284,728600000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0038179159164429
728702000000,7285,728700000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0016820430755615
728799000000,7286,728800000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0083398818969727
728901000000,7287,728900000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0146377086639404
729000000000,7288,729000000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0193219184875488
729098000000,7289,729100000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0174285173416138
729200000000,7290,729200000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0124825239181519
729303000000,7291,729300000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0101256370544434
729400000000,7292,729400000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0096197128295898
729500000000,7293,729500000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0074496269226074
729600000000,7294,729600000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0061485767364502
729700000000,7295,729700000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,0.9870016574859619
729801000000,7296,729800000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,0.9947431087493896
729900000000,7297,729900000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,0.9960930347442627
730000000000,7298,730000000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,0.9874662756919861
730101000000,7299,730100000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,0.9910207390785217
730201000000,7300,730200000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.002090573310852
730300000000,7301,730300000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,0.9916895031929016
730399000000,7302,730400000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0029100179672241
730504000000,7303,730500000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.00235915184021
730600000000,7304,730600000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.006103515625
730700000000,7305,730700000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,0.9999944567680359
730810000000,7306,730800000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,0.9938328862190247
730900000000,7307,730900000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0029546022415161
731001000000,7308,731000000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,0.9906303882598877
731101000000,7309,731100000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,0.9913638830184937
731200000000,7310,731200000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0065171718597412
731301000000,7311,731300000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,0.9800543189048767
731400000000,7312,731400000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,0.9922702312469482
731500000000,7313,731500000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,0.9811620712280273
731600000000,7314,731600000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,0.9902119040489197
731700000000,7315,731700000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,0.9832572937011719
731800000000,7316,731800000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,0.9853291511535645
731900000000,7317,731900000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,0.9834802150726318
732000000000,7318,732000000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,0.9825049638748169
732100000000,7319,732100000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,0.9887109398841858
732200000000,7320,732200000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0052944421768188
732300000000,7321,732300000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.012726902961731
732400000000,7322,732400000000,sonar_link,0,0.6981319785118103,0.029999999329447746,3.0,1.0118825435638428
